,userId,movieId,rating,timestamp
152,1,2389,2.0,964983094
153,1,2395,5.0,964981093
155,1,2414,3.0,964982513
157,1,2450,4.0,964982620
159,1,2470,5.0,964982588
161,1,2492,4.0,965719662
162,1,2502,5.0,964981278
163,1,2528,3.0,964982328
164,1,2529,5.0,964982242
167,1,2580,5.0,964983000
169,1,2616,4.0,964983080
171,1,2628,4.0,964980523
172,1,2640,4.0,964982377
173,1,2641,5.0,964982620
182,1,2797,4.0,964981710
184,1,2858,5.0,964980868
186,1,2899,5.0,964982703
187,1,2916,4.0,964982290
189,1,2947,5.0,964982176
190,1,2948,5.0,964982191
191,1,2949,5.0,964981888
192,1,2959,5.0,964983282
193,1,2985,4.0,964983034
195,1,2991,5.0,964982271
196,1,2993,5.0,964982242
197,1,2997,4.0,964980896
198,1,3033,5.0,964983762
199,1,3034,5.0,964982791
200,1,3052,5.0,964981208
208,1,3253,5.0,964981107
209,1,3273,5.0,964983536
210,1,3386,5.0,964983484
211,1,3439,4.0,964981799
212,1,3440,4.0,964981799
213,1,3441,5.0,964982328
214,1,3448,5.0,964984054
216,1,3479,4.0,964981725
217,1,3489,4.0,964981775
218,1,3527,4.0,964982271
219,1,3578,5.0,964980668
220,1,3617,4.0,964980683
222,1,3671,5.0,964981589
223,1,3702,5.0,964983737
225,1,3729,5.0,964982363
226,1,3740,4.0,964982417
227,1,3744,4.0,964980694
228,1,3793,5.0,964981855
234,2,1704,4.5,1445715228
235,2,3578,4.0,1445714885
236,2,6874,4.0,1445714952
237,2,8798,3.5,1445714960
238,2,46970,4.0,1445715013
241,2,60756,5.0,1445714980
242,2,68157,4.5,1445715154
243,2,71535,3.0,1445714974
244,2,74458,4.0,1445714926
246,2,79132,4.0,1445714841
248,2,80906,5.0,1445715172
250,2,89774,5.0,1445715189
253,2,99114,3.5,1445714874
255,2,109487,3.0,1445715145
256,2,112552,4.0,1445714882
258,2,115713,3.5,1445714854
259,2,122882,5.0,1445715272
262,3,527,0.5,1306464275
263,3,647,0.5,1306463619
266,3,849,5.0,1306463611
267,3,914,0.5,1306463567
271,3,1272,0.5,1306463624
272,3,1275,3.5,1306463323
274,3,1371,3.0,1306463561
275,3,1587,4.5,1306464003
276,3,2018,0.5,1306464175
281,3,2424,0.5,1306464293
284,3,3210,0.5,1306463638
286,3,3949,0.5,1306464245
288,3,5048,0.5,1306464284
296,3,7991,5.0,1306463684
299,3,72378,0.5,1306464164
300,4,21,3.0,986935199
302,4,45,3.0,986935047
312,4,190,2.0,945079259
313,4,215,5.0,945079078
316,4,235,2.0,945173513
317,4,247,3.0,986848894
318,4,260,5.0,945079259
320,4,296,1.0,945173350
324,4,348,4.0,964622786
326,4,357,3.0,964623306
329,4,441,1.0,986934915
337,4,553,2.0,945079301
338,4,588,4.0,945079670
343,4,648,3.0,945079906
346,4,800,4.0,945079106
349,4,899,4.0,945079653
353,4,910,5.0,945173989
354,4,912,5.0,945173902
355,4,914,5.0,945079670
357,4,920,5.0,945173602
362,4,1057,3.0,964540578
363,4,1060,2.0,986934819
364,4,1073,4.0,945079483
365,4,1077,5.0,945173692
372,4,1136,5.0,986934625
376,4,1196,5.0,964538763
379,4,1199,2.0,945078967
380,4,1203,5.0,945174025
382,4,1213,4.0,945079729
383,4,1219,4.0,964539961
384,4,1225,4.0,964539326
386,4,1259,4.0,964538728
387,4,1265,4.0,964622684
388,4,1266,4.0,986849037
390,4,1282,5.0,945079653
391,4,1283,5.0,945078690
393,4,1291,4.0,964538763
394,4,1304,3.0,945078467
395,4,1391,1.0,945173766
396,4,1449,5.0,945079767
397,4,1466,4.0,945173492
398,4,1500,4.0,964622830
399,4,1517,4.0,945079790
401,4,1597,1.0,945079906
402,4,1617,2.0,945079837
404,4,1704,1.0,945629015
411,4,1883,4.0,964622642
414,4,1895,4.0,945629179
415,4,1907,3.0,964540505
416,4,1914,4.0,964622714
418,4,1923,3.0,986934870
419,4,1947,5.0,945079653
420,4,1966,2.0,964622684
429,4,2174,5.0,964539855
435,4,2336,2.0,964538964
438,4,2390,5.0,945079164
439,4,2395,3.0,964623306
444,4,2599,5.0,964622684
445,4,2628,1.0,986848894
446,4,2683,4.0,945079790
448,4,2712,2.0,945078542
451,4,2770,2.0,945173553
452,4,2791,5.0,964539628
454,4,2858,5.0,964539140
456,4,2921,4.0,945078708
457,4,2926,5.0,986934870
458,4,2959,2.0,945078528
460,4,2997,4.0,986848610
461,4,3033,4.0,986936200
466,4,3160,4.0,964539121
467,4,3175,1.0,964538930
471,4,3317,4.0,986934498
474,4,3386,4.0,964539395
475,4,3408,4.0,986849238
476,4,3481,2.0,964538243
477,4,3489,1.0,986848908
484,4,3897,4.0,986934465
485,4,3911,3.0,986849149
486,4,3967,4.0,986849164
489,4,4014,1.0,986849254
492,4,4027,3.0,986849201
494,4,4033,4.0,986849149
495,4,4034,5.0,986848753
500,4,4226,2.0,1007569424
501,4,4239,5.0,986848685
502,4,4246,4.0,1007574542
509,4,4641,1.0,1007569586
511,4,4765,5.0,1007569445
516,5,1,4.0,847434962
517,5,21,4.0,847435238
518,5,34,4.0,847434881
519,5,36,4.0,847435292
520,5,39,3.0,847434961
523,5,110,4.0,847434880
524,5,150,3.0,847434748
525,5,153,3.0,847434802
527,5,247,5.0,847435337
528,5,253,3.0,847435292
529,5,261,4.0,847435238
531,5,266,1.0,847435311
533,5,296,5.0,847434748
537,5,344,3.0,847434802
538,5,349,3.0,847434832
539,5,357,2.0,847435238
542,5,380,2.0,847434748
548,5,527,5.0,847434960
550,5,534,3.0,847435311
551,5,588,4.0,847434801
552,5,589,3.0,847435258
553,5,590,5.0,847434747
554,5,592,3.0,847434747
555,5,594,5.0,847435238
557,5,596,5.0,847435292
558,5,597,3.0,847434962
567,6,10,3.0,845553253
570,6,15,4.0,845554505
571,6,16,4.0,845553819
572,6,17,4.0,845553559
573,6,19,2.0,845553382
574,6,21,2.0,845553382
575,6,22,5.0,845553875
577,6,25,3.0,845553695
582,6,34,4.0,845553354
583,6,36,5.0,845553726
584,6,41,4.0,845554962
585,6,43,4.0,845555607
586,6,45,3.0,845553907
592,6,61,4.0,845555454
593,6,62,4.0,845553660
598,6,86,5.0,845556131
602,6,92,4.0,845555454
603,6,93,4.0,845554584
604,6,95,4.0,845553559
605,6,100,3.0,845555151
607,6,104,4.0,845554349
609,6,110,5.0,845553283
616,6,145,4.0,845553966
618,6,150,4.0,845553110
619,6,151,4.0,845553586
620,6,153,3.0,845553146
621,6,158,4.0,845553660
623,6,160,5.0,845553457
624,6,161,3.0,845553253
625,6,163,3.0,845553907
627,6,168,5.0,845553695
628,6,170,3.0,845554263
633,6,180,2.0,845555006
640,6,196,3.0,845553586
642,6,204,3.0,845553619
645,6,208,3.0,845553253
654,6,224,3.0,845553794
655,6,225,4.0,845553381
668,6,253,3.0,845553283
669,6,254,3.0,845555655
673,6,261,4.0,845553695
676,6,266,3.0,845553457
681,6,274,4.0,845555151
690,6,292,4.0,845553253
692,6,296,2.0,845553110
704,6,327,1.0,845554062
705,6,329,4.0,845553200
706,6,330,3.0,845555071
710,6,337,5.0,845553586
715,6,344,3.0,845553146
717,6,348,3.0,845553938
718,6,349,5.0,845553146
721,6,352,3.0,845555382
725,6,356,5.0,845553200
726,6,357,3.0,845553457
736,6,370,4.0,845553794
739,6,377,5.0,845553317
741,6,380,4.0,845553110
743,6,382,3.0,845554397
744,6,383,3.0,845554320
753,6,434,4.0,845553200
771,6,480,5.0,845553200
772,6,485,3.0,845553794
776,6,493,3.0,845555172
777,6,494,3.0,845554176
778,6,497,3.0,845553819
779,6,500,5.0,845553354
782,6,508,4.0,845553586
784,6,510,3.0,845555546
786,6,516,4.0,845554908
789,6,527,3.0,845553426
791,6,532,3.0,845554224
798,6,546,2.0,845554349
801,6,553,5.0,845553559
804,6,587,5.0,845553381
805,6,588,5.0,845553146
806,6,589,3.0,845553317
807,6,590,5.0,845553109
808,6,592,3.0,845553109
810,6,594,4.0,845553819
812,6,596,3.0,845554141
813,6,597,4.0,845553354
820,6,637,4.0,845555046
822,6,647,4.0,845555151
832,6,711,4.0,845555317
833,6,719,2.0,845555694
834,6,736,5.0,845553619
836,6,762,1.0,845555006
843,6,801,3.0,845556194
844,6,802,4.0,845554584
853,6,852,4.0,845555694
862,6,991,4.0,845556808
867,6,1042,3.0,845556462
869,6,1061,4.0,845556860
871,6,1073,3.0,845555571
874,7,1,4.5,1106635946
877,7,150,4.5,1106635925
879,7,260,5.0,1106635933
880,7,356,5.0,1106635915
881,7,380,3.0,1106635937
883,7,480,5.0,1106635917
884,7,587,2.0,1106635714
885,7,588,3.0,1106635971
886,7,589,2.5,1106635940
887,7,592,3.0,1106635922
890,7,648,4.0,1106635981
891,7,750,4.0,1106636810
893,7,920,3.0,1106635685
894,7,924,4.0,1106712615
895,7,1101,4.0,1106635502
897,7,1196,4.0,1106635996
898,7,1208,4.0,1106635462
899,7,1210,4.0,1106635965
900,7,1219,5.0,1106635496
903,7,1246,1.5,1106635678
904,7,1270,5.0,1106635681
905,7,1517,3.5,1106635489
906,7,1584,5.0,1106635423
908,7,1617,3.0,1107127060
910,7,1784,0.5,1106635416
911,7,1917,4.0,1106635484
912,7,1923,1.5,1106635444
913,7,1954,4.5,1106635657
916,7,2353,3.5,1106635625
917,7,2529,5.0,1106635640
918,7,2628,1.5,1106712553
919,7,2640,3.0,1106635540
920,7,2671,4.5,1113542732
921,7,2683,2.0,1106635420
923,7,2701,1.5,1106713076
926,7,2858,4.0,1106712546
927,7,3114,4.5,1106635500
928,7,3354,1.5,1106713005
929,7,3408,4.5,1106712549
930,7,3578,1.5,1106636534
931,7,3623,1.0,1106712541
932,7,3793,3.5,1106635630
934,7,3916,4.0,1106636596
935,7,3977,2.5,1106635635
936,7,3994,3.0,1161738301
937,7,4018,4.0,1106712913
938,7,4223,2.0,1106635742
939,7,4246,2.0,1110855253
940,7,4306,4.0,1106635524
941,7,4310,0.5,1107127033
942,7,4370,4.5,1106712869
943,7,4643,1.0,1106635749
945,7,4844,1.5,1161738352
946,7,4874,3.0,1106635738
947,7,4886,4.0,1106636531
949,7,4963,4.0,1106636702
952,7,5218,3.5,1106712866
953,7,5349,3.5,1106636606
954,7,5378,0.5,1106635735
955,7,5445,4.0,1106636707
957,7,5464,3.0,1106636612
958,7,5502,1.5,1106635745
960,7,5816,4.5,1106635705
962,7,5989,4.0,1106636600
963,7,5991,4.5,1106712818
966,7,6534,0.5,1157949714
967,7,6539,4.5,1106636584
968,7,6863,4.5,1106712827
973,7,7445,4.0,1107473963
975,7,8360,3.5,1106636782
976,7,8368,2.5,1106636592
978,7,8528,4.5,1106636844
979,7,8636,4.5,1106636511
981,7,8666,1.0,1106779625
983,7,8798,4.5,1106636602
985,7,8865,1.0,1106713549
987,7,8907,1.0,1110757877
988,7,8908,4.5,1122333561
989,7,8949,4.0,1110757890
990,7,8957,4.0,1106636098
991,7,8958,3.5,1110173697
994,7,8970,2.5,1106636069
995,7,8972,2.5,1111552650
996,7,8984,4.0,1106636101
1001,7,32029,2.0,1118025946
1002,7,32031,1.5,1122940686
1003,7,32296,2.0,1118026013
1004,7,32587,3.5,1128486479
1005,7,33162,3.5,1116550784
1006,7,33493,1.0,1121041079
1007,7,33794,2.0,1121041002
1009,7,34048,3.0,1121041015
1011,7,37741,3.5,1162163504
1014,7,45499,4.0,1157949636
1015,7,45517,4.5,1157066190
1017,7,45730,0.5,1161738279
1018,7,46530,1.0,1157949732
1020,7,48783,4.5,1162163488
1021,7,48997,2.5,1174263740
1022,7,49272,4.5,1165876367
1025,7,49824,3.0,1173051469
1027,8,10,2.0,839463509
1029,8,21,4.0,839463564
1031,8,34,5.0,839463546
1032,8,39,3.0,839463644
1035,8,110,3.0,839463527
1037,8,150,4.0,839463422
1038,8,153,2.0,839463451
1041,8,208,3.0,839463509
1043,8,235,3.0,839464076
1046,8,253,5.0,839463509
1048,8,292,3.0,839463489
1049,8,296,4.0,839463422
1053,8,356,3.0,839463527
1054,8,357,5.0,839463767
1057,8,377,4.0,839463644
1058,8,380,5.0,839463422
1063,8,480,4.0,839463527
1064,8,500,2.0,839463624
1065,8,527,5.0,839463728
1067,8,586,3.0,839463702
1068,8,587,3.0,839463702
1069,8,590,5.0,839463422
1070,8,592,3.0,839463422
1072,8,597,3.0,839463728
1073,9,41,3.0,1044656650
1075,9,223,4.0,1044656650
1081,9,1095,4.0,1044657088
1083,9,1270,5.0,1044657088
1084,9,1674,4.0,1044656650
1085,9,1987,2.0,1044656716
1086,9,2011,3.0,1044657200
1087,9,2012,4.0,1044657237
1092,9,3173,2.0,1044656650
1093,9,3328,3.0,1044656650
1096,9,4558,1.0,1044656650
1098,9,5218,4.0,1044656811
1099,9,5378,3.0,1044656811
1100,9,5445,4.0,1044656792
1101,9,5447,4.0,1044656836
1103,9,5481,5.0,1044656836
1104,9,5507,1.0,1044656836
1105,9,5841,1.0,1044657318
1107,9,5872,3.0,1044656962
1108,9,5890,4.0,1044656792
1113,9,5956,4.0,1044656962
1119,10,296,1.0,1455303387
1120,10,356,3.5,1455301685
1121,10,588,4.0,1455306173
1122,10,597,3.5,1455357645
1123,10,912,4.0,1455302254
1124,10,1028,0.5,1455306152
1127,10,1307,3.0,1455357613
1128,10,1784,3.5,1455301699
1129,10,1907,4.0,1455306183
1131,10,2671,3.5,1455357517
1133,10,2858,1.0,1455356578
1134,10,2959,0.5,1455356582
1135,10,3578,4.0,1455356591
1136,10,3882,3.0,1455398344
1137,10,4246,3.5,1455302676
1138,10,4306,4.5,1455356595
1139,10,4447,4.5,1455398321
1143,10,5377,3.5,1455301898
1144,10,5620,3.0,1455357578
1145,10,5943,3.0,1455303078
1147,10,5957,3.0,1455397999
1148,10,6155,3.0,1455357557
1149,10,6266,3.0,1455303070
1150,10,6377,3.5,1455306101
1151,10,6535,4.0,1455398379
1152,10,6942,4.0,1455301621
1153,10,7149,4.0,1455399533
1154,10,7151,3.0,1455302670
1156,10,7154,4.0,1455399087
1157,10,7169,4.5,1455303046
1158,10,7293,3.5,1455402085
1160,10,7451,3.5,1455399289
1161,10,7458,5.0,1455356656
1164,10,8636,3.5,1455356713
1169,10,8969,3.5,1455302697
1170,10,8970,1.0,1455398160
1171,10,30749,3.5,1455398096
1173,10,31685,4.5,1455357602
1175,10,33679,3.0,1455357626
1176,10,33794,5.0,1455302031
1177,10,40629,3.0,1455356796
1178,10,40819,4.0,1455301745
1179,10,41285,2.5,1455301854
1181,10,49272,5.0,1455302162
1183,10,51662,3.0,1455356357
1185,10,51834,1.5,1455399396
1187,10,56367,3.5,1455301825
1188,10,56949,3.0,1455357531
1189,10,58047,3.5,1455302791
1191,10,59333,2.5,1455357564
1193,10,60397,3.0,1455302689
1194,10,60950,2.0,1455301965
1196,10,63113,3.5,1455302183
1197,10,63992,4.5,1455356863
1198,10,64969,0.5,1455357607
1199,10,66203,3.5,1455357596
1200,10,68954,4.0,1455304158
1202,10,69844,3.0,1455399200
1204,10,70293,0.5,1455398141
1206,10,72011,2.5,1455301741
1211,10,72998,2.5,1455356351
1212,10,73017,3.0,1455356691
1213,10,74450,3.0,1455357541
1216,10,79091,5.0,1455306124
1217,10,80549,3.5,1455399347
1218,10,81784,2.5,1455357716
1220,10,81847,3.5,1455399313
1222,10,82499,2.0,1455398390
1223,10,84374,3.5,1455357730
1224,10,86548,3.0,1455398396
1225,10,87222,3.5,1455306257
1226,10,88163,4.0,1455357504
1232,10,95167,4.0,1455398177
1233,10,95449,4.0,1455356885
1236,10,96079,5.0,1455302172
1238,10,97938,1.0,1455398105
1240,10,103335,4.0,1455398111
1241,10,103339,4.0,1455356177
1242,10,104374,4.0,1455357653
1243,10,105211,2.5,1455399232
1245,10,106696,4.5,1455306204
1247,10,107141,2.0,1455399188
1249,10,109487,0.5,1455398092
1252,10,113275,4.5,1455357698
1255,10,129428,3.5,1455357384
1256,10,136020,5.0,1455302192
1257,10,137595,4.0,1455356898
1258,10,140110,5.0,1455356776
1260,11,10,3.0,902154316
1261,11,36,4.0,902155135
1262,11,44,2.0,902154593
1263,11,95,3.0,902154458
1264,11,110,5.0,902154266
1265,11,150,5.0,902154266
1266,11,153,3.0,902154593
1268,11,170,4.0,902154621
1269,11,208,3.0,902154706
1270,11,292,4.0,902154383
1272,11,349,5.0,902154342
1273,11,356,5.0,901200263
1276,11,377,3.0,902154431
1277,11,380,4.0,902154431
1278,11,434,3.0,902154685
1282,11,480,4.0,902154383
1283,11,493,3.0,902154805
1286,11,589,4.0,902154266
1288,11,648,4.0,902154514
1290,11,736,4.0,902154542
1292,11,1100,3.0,902154621
1293,11,1101,5.0,901200233
1294,11,1210,4.0,902154266
1295,11,1358,4.0,902155136
1296,11,1370,3.0,902154383
1298,11,1391,1.0,902154685
1300,11,1438,3.0,902154647
1301,11,1518,4.0,902154431
1302,11,1552,4.0,902154458
1303,11,1573,3.0,902154542
1304,11,1584,5.0,902155136
1305,11,1586,4.0,902154487
1306,11,1597,4.0,902154487
1307,11,1604,4.0,902154647
1308,11,1608,4.0,902154316
1311,11,1693,5.0,902155102
1312,11,1704,4.0,902155102
1313,11,1721,5.0,902154989
1314,11,1784,5.0,902155043
1315,11,1840,4.0,901200111
1317,11,1917,4.0,901200037
1318,11,1918,4.0,901200070
1319,11,1923,4.0,904510428
1320,11,2002,2.0,902154383
1322,11,2028,5.0,902153951
1323,12,39,4.0,1247264471
1324,12,168,5.0,1247264411
1327,12,261,4.5,1247263357
1329,12,357,3.5,1247264106
1333,12,920,4.5,1247264114
1334,12,1265,3.5,1247264118
1335,12,1357,5.0,1247263404
1336,12,1405,3.0,1247263395
1337,12,1721,5.0,1247264463
1338,12,1876,3.5,1247263334
1340,12,2100,3.5,1247263337
1342,12,2485,5.0,1247264406
1343,12,2572,5.0,1247263689
1345,12,2694,4.0,1247263398
1348,12,3967,4.5,1247263471
1349,12,4018,4.5,1247264420
1350,12,5620,4.0,1247264417
1351,12,6942,5.0,1247264138
1353,12,40629,5.0,1247264192
1354,12,63992,5.0,1247264457
1357,13,597,3.0,987456968
1360,13,1590,4.0,987457086
1361,13,1619,3.0,987895819
1362,13,1639,4.0,987456818
1363,13,1721,4.0,987456818
1365,13,2174,3.0,987456818
1366,13,2541,2.0,987456818
1368,13,3300,4.0,987895952
1369,13,3409,2.0,987895720
1371,13,3578,5.0,987895902
1372,13,3624,4.0,987895902
1375,13,3793,4.0,987895902
1376,13,3798,4.0,987895720
1377,13,3827,4.0,987895952
1379,13,3893,3.0,987895651
1380,13,3897,4.0,987895582
1382,13,3977,3.0,987895952
1384,13,4011,5.0,987895651
1388,14,19,1.0,835441168
1389,14,25,4.0,835441394
1391,14,39,3.0,835441186
1393,14,95,5.0,835441295
1395,14,110,5.0,835441107
1396,14,150,4.0,835440977
1397,14,153,2.0,835441012
1398,14,193,3.0,835441371
1400,14,266,5.0,835441168
1403,14,296,3.0,835440978
1405,14,337,5.0,835441239
1407,14,344,2.0,835441012
1409,14,356,4.0,835441239
1412,14,377,3.0,835441328
1413,14,383,4.0,835441729
1414,14,434,4.0,835441066
1418,14,480,3.0,835441262
1420,14,508,3.0,835441558
1423,14,527,3.0,835441371
1427,14,553,4.0,835441239
1428,14,586,3.0,835441451
1429,14,590,4.0,835440977
1430,14,592,2.0,835440976
1432,14,597,3.0,835441431
1434,15,1,2.5,1510577970
1435,15,44,1.0,1299424916
1437,15,158,1.0,1299424840
1440,15,260,5.0,1510571946
1442,15,296,4.0,1510571877
1445,15,356,5.0,1510571873
1447,15,527,5.0,1510571982
1448,15,588,3.0,1510577985
1449,15,589,5.0,1510572012
1450,15,596,2.0,1510578088
1452,15,849,2.0,1299425064
1454,15,1196,5.0,1510572645
1456,15,1200,5.0,1510572775
1457,15,1210,5.0,1510572653
1458,15,1214,5.0,1510572684
1460,15,1265,3.5,1510572001
1461,15,1270,5.0,1510571953
1464,15,1653,4.5,1510572798
1467,15,2011,5.0,1510572060
1468,15,2012,4.0,1510572114
1469,15,2028,3.5,1510571984
1473,15,2278,2.5,1299424998
1474,15,2329,4.5,1510572005
1477,15,2858,4.0,1510571751
1478,15,2916,4.5,1510572872
1479,15,2959,2.5,1510571747
1481,15,3156,5.0,1510573324
1483,15,3510,5.0,1299425097
1484,15,3535,3.5,1510572486
1485,15,3555,4.0,1299425208
1486,15,3578,5.0,1510571768
1487,15,3617,1.5,1299425200
1489,15,3949,4.0,1510572144
1490,15,3994,3.0,1510571677
1491,15,4018,4.0,1299425113
1492,15,4022,3.5,1510572048
1493,15,4226,1.5,1510571774
1494,15,4306,3.0,1510577965
1495,15,4370,4.0,1510573239
1497,15,4886,3.5,1510577956
1500,15,5445,4.0,1510571793
1504,15,5989,5.0,1510571938
1505,15,6377,3.0,1510577979
1507,15,6874,3.0,1510572077
1508,15,7254,3.5,1510572802
1509,15,7438,3.0,1510572163
1510,15,8360,2.5,1510578083
1511,15,8644,3.5,1510572823
1513,15,33493,5.0,1510572900
1514,15,48304,4.5,1510572550
1515,15,48774,3.0,1510573220
1517,15,50872,3.0,1510577962
1518,15,56174,3.5,1510572810
1520,15,59315,2.0,1510572096
1521,15,60069,3.5,1510577951
1522,15,63859,3.0,1510578158
1523,15,64614,4.0,1510572137
1524,15,68237,3.0,1510572824
1525,15,68954,3.5,1510577953
1527,15,70286,3.5,1510572656
1528,15,71057,4.0,1510578034
1529,15,71264,2.5,1510578103
1530,15,72998,3.0,1510572052
1531,15,79132,3.5,1510571930
1534,15,85414,3.5,1510572833
1536,15,91500,3.0,1510573214
1538,15,94864,3.0,1510572894
1539,15,96610,3.0,1510572815
1540,15,97938,4.0,1510572473
1541,15,99114,1.0,1510571958
1542,15,101864,4.0,1510572902
1543,15,103249,3.5,1510573234
1544,15,104841,4.5,1510572095
1545,15,105504,4.0,1510572616
1547,15,109487,4.0,1510571878
1548,15,110102,1.5,1510573153
1549,15,111759,4.5,1510572026
1550,15,112556,4.5,1510572466
1551,15,112852,1.5,1510571973
1553,15,115713,2.0,1510572009
1554,15,120466,2.5,1510573154
1555,15,122882,2.0,1510572126
1557,15,122904,2.0,1510571949
1559,15,122924,1.0,1510573305
1560,15,134130,4.0,1510571883
1561,15,134853,4.5,1510572481
1562,15,143385,3.0,1510572581
1563,15,152077,5.0,1510572535
1565,15,158872,3.5,1510578028
1571,16,111,4.5,1377477446
1572,16,204,2.0,1377476617
1573,16,260,3.0,1377476936
1575,16,296,3.0,1377477302
1578,16,356,3.5,1377477951
1579,16,527,4.0,1377476787
1580,16,541,4.5,1377477340
1585,16,750,4.5,1377476825
1586,16,849,4.0,1377476589
1589,16,912,3.5,1377476810
1592,16,1089,4.0,1377477608
1593,16,1136,4.0,1377476972
1596,16,1186,3.5,1377476649
1598,16,1193,4.0,1377476813
1599,16,1196,3.0,1377476993
1602,16,1199,5.0,1377477911
1604,16,1203,4.0,1377476856
1605,16,1207,4.0,1377476891
1606,16,1208,4.0,1377477450
1607,16,1213,3.5,1377476956
1608,16,1214,4.0,1377477839
1609,16,1219,3.0,1377477594
1612,16,1230,4.0,1377477576
1621,16,1617,3.5,1377477542
1622,16,1680,3.5,1377476680
1623,16,1704,3.5,1377477954
1626,16,2329,3.5,1377477278
1628,16,2490,3.0,1377476611
1630,16,2641,3.0,1377476582
1631,16,2707,3.5,1377476693
1632,16,2723,3.5,1377476594
1634,16,2858,3.5,1377476998
1635,16,2959,3.5,1377476874
1639,16,3174,3.5,1377476640
1643,16,3949,4.0,1377477886
1645,16,4011,3.0,1377477891
1646,16,4226,4.5,1377476925
1647,16,4878,3.5,1377477936
1657,16,7361,3.5,1377477402
1662,16,60069,4.0,1377477834
1663,16,68954,4.0,1377477654
1664,16,78499,4.5,1377477830
1665,16,79132,3.0,1377476916
1667,17,1,4.5,1305696483
1668,17,44,3.5,1305696245
1671,17,110,4.5,1305696470
1672,17,111,4.0,1326943208
1673,17,150,3.5,1305696497
1674,17,260,5.0,1305696468
1676,17,296,5.0,1305696455
1678,17,356,5.0,1305696457
1679,17,480,4.5,1305696463
1680,17,527,4.5,1305696664
1681,17,541,3.5,1322628857
1682,17,589,4.5,1305696475
1683,17,590,4.5,1305696492
1684,17,592,4.5,1305696480
1686,17,750,4.5,1307262443
1689,17,899,3.5,1305696265
1691,17,910,3.5,1305696226
1692,17,1032,4.5,1305696325
1693,17,1036,4.0,1305696741
1694,17,1089,4.0,1307262280
1695,17,1090,4.5,1322629080
1697,17,1100,3.5,1305696352
1698,17,1193,4.5,1305696771
1699,17,1196,5.0,1305696635
1705,17,1210,5.0,1305696490
1706,17,1213,4.5,1305696699
1709,17,1228,4.5,1326943248
1714,17,1259,4.0,1305696786
1716,17,1270,4.5,1305696846
1717,17,1291,4.0,1305696691
1718,17,1358,3.0,1322629202
1719,17,1375,3.5,1305696232
1720,17,1405,4.0,1305696277
1721,17,1466,3.0,1322629229
1726,17,2028,4.5,1305696726
1728,17,2329,4.5,1305696670
1729,17,2502,4.5,1322629245
1733,17,2858,4.0,1322628761
1734,17,2959,4.5,1305696867
1735,17,3039,4.5,1305696285
1741,17,3702,3.5,1305696292
1742,17,3949,4.5,1322629083
1743,17,4226,4.0,1305696762
1744,17,4571,4.0,1305696310
1752,17,6870,3.5,1322629189
1758,17,33794,4.0,1305696851
1762,17,60069,3.5,1305696839
1764,17,68157,4.0,1305696894
1765,17,68358,4.5,1322629267
1767,17,78499,4.0,1305696624
1768,17,79132,4.5,1305696716
1771,17,82459,4.0,1305696644
1772,18,1,3.5,1455209816
1775,18,16,4.5,1461311583
1777,18,34,2.5,1455617533
1778,18,36,4.0,1455617478
